DATAFLOW,LAST UPDATE,freq,waste,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Montenegro,2023,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),North Macedonia,2012,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),North Macedonia,2013,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),North Macedonia,2014,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),North Macedonia,2015,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),North Macedonia,2016,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),North Macedonia,2017,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),North Macedonia,2018,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),North Macedonia,2019,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),North Macedonia,2020,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),North Macedonia,2021,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),North Macedonia,2022,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),North Macedonia,2023,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Malta,2012,77.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Malta,2013,48.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Malta,2014,55.5,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Malta,2015,56.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Malta,2016,59.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Malta,2017,50.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Malta,2018,48.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Malta,2019,45.5,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Malta,2020,47.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Malta,2021,45.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Malta,2022,40.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Malta,2023,53.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Netherlands,2012,88.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Netherlands,2013,88.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Netherlands,2014,85.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Netherlands,2015,85.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Netherlands,2016,85.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Netherlands,2017,87.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Netherlands,2018,87.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Netherlands,2019,91,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Netherlands,2020,89.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Netherlands,2021,90.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Netherlands,2022,90.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Netherlands,2023,89.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Norway,2012,81.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Norway,2013,81.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Norway,2014,82.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Norway,2015,82.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Norway,2016,83,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Norway,2017,85,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Norway,2018,79.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Norway,2019,83.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Norway,2020,77.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Norway,2021,79.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Norway,2022,80.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Norway,2023,85.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Poland,2012,53.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Poland,2013,50,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Poland,2014,72.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Poland,2015,77.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Poland,2016,73.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Poland,2017,82.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Poland,2018,88.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Poland,2019,82.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Poland,2020,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Poland,2021,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Poland,2022,92.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Poland,2023,98.9,p,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Portugal,2012,66.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Portugal,2013,73.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Portugal,2014,69.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Portugal,2015,62.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Portugal,2016,70.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Portugal,2017,66.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Portugal,2018,66.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Portugal,2019,71,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Portugal,2020,66,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Portugal,2021,66.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Portugal,2022,64.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Portugal,2023,62.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Romania,2012,69.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Romania,2013,74.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Romania,2014,83.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Romania,2015,89.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Romania,2016,92.5,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Romania,2017,90.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Romania,2018,88.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Romania,2019,68.3,b,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Romania,2020,63.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Romania,2021,67.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Romania,2022,64.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Romania,2023,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Serbia,2012,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Serbia,2013,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Serbia,2014,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Serbia,2015,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Serbia,2016,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Serbia,2017,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Serbia,2018,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Serbia,2019,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Serbia,2020,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Serbia,2021,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Serbia,2022,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Serbia,2023,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Sweden,2012,76.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Sweden,2013,78.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Sweden,2014,79.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Sweden,2015,81.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Sweden,2016,81.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Sweden,2017,81.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Sweden,2018,77.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Sweden,2019,75,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Sweden,2020,78,b,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Sweden,2021,84.8,b,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Sweden,2022,77.5,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Sweden,2023,80.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovenia,2012,78.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovenia,2013,78.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovenia,2014,80.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovenia,2015,75.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovenia,2016,76.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovenia,2017,76.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovenia,2018,81.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovenia,2019,80.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovenia,2020,82.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovenia,2021,60.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovenia,2022,74.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovenia,2023,82.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovakia,2012,84.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovakia,2013,79.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovakia,2014,79.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovakia,2015,76.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovakia,2016,78.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovakia,2017,74.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovakia,2018,76.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovakia,2019,77.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovakia,2020,79.7,d,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovakia,2021,82.3,d,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovakia,2022,78.5,d,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Slovakia,2023,81.6,dp,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Türkiye,2012,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Türkiye,2013,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Türkiye,2014,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Türkiye,2015,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Türkiye,2016,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Türkiye,2017,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Türkiye,2018,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Türkiye,2019,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Türkiye,2020,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Türkiye,2021,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Türkiye,2022,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),Türkiye,2023,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),United Kingdom,2012,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),United Kingdom,2013,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),United Kingdom,2014,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),United Kingdom,2015,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),United Kingdom,2016,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),United Kingdom,2017,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),United Kingdom,2018,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),United Kingdom,2019,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),United Kingdom,2020,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),United Kingdom,2021,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),United Kingdom,2022,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Paper and cardboard packaging,Rate (2025 target and onwards),United Kingdom,2023,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Albania,2012,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Albania,2013,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Albania,2014,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Albania,2015,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Albania,2016,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Albania,2017,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Albania,2018,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Albania,2019,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Albania,2020,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Albania,2021,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Albania,2022,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Albania,2023,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Austria,2012,34.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Austria,2013,34.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Austria,2014,33.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Austria,2015,33.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Austria,2016,33.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Austria,2017,33.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Austria,2018,31.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Austria,2019,30.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Austria,2020,25.3,b,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Austria,2021,25.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Austria,2022,25.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Austria,2023,26.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Belgium,2012,41.5,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Belgium,2013,39,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Belgium,2014,41.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Belgium,2015,42.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Belgium,2016,43.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Belgium,2017,44.5,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Belgium,2018,42.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Belgium,2019,47.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Belgium,2020,44.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Belgium,2021,49.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Belgium,2022,54.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Belgium,2023,59.5,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Bulgaria,2012,40.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Bulgaria,2013,41.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Bulgaria,2014,64.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Bulgaria,2015,60.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Bulgaria,2016,52.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Bulgaria,2017,64.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Bulgaria,2018,59.2,,
