DATAFLOW,LAST UPDATE,freq,waste,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Liechtenstein,2017,18.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Liechtenstein,2018,21.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Liechtenstein,2019,26.5,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Liechtenstein,2020,30.2,d,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Liechtenstein,2021,31.4,d,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Liechtenstein,2022,30.8,d,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Liechtenstein,2023,39.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Lithuania,2012,38.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Lithuania,2013,42.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Lithuania,2014,51.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Lithuania,2015,54.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Lithuania,2016,74.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Lithuania,2017,71.5,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Lithuania,2018,69.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Lithuania,2019,69.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Lithuania,2020,56.1,b,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Lithuania,2021,44.8,b,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Lithuania,2022,44.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Lithuania,2023,42.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Luxembourg,2012,36.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Luxembourg,2013,32.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Luxembourg,2014,32.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Luxembourg,2015,32.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Luxembourg,2016,31.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Luxembourg,2017,33.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Luxembourg,2018,32.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Luxembourg,2019,33.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Luxembourg,2020,34.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Luxembourg,2021,39.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Luxembourg,2022,38.5,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Luxembourg,2023,38.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Latvia,2012,24,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Latvia,2013,24.5,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Latvia,2014,36.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Latvia,2015,35.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Latvia,2016,37.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Latvia,2017,36.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Latvia,2018,35.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Latvia,2019,35.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Latvia,2020,35.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Latvia,2021,41.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Latvia,2022,47.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Latvia,2023,59.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Montenegro,2012,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Montenegro,2013,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Montenegro,2014,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Montenegro,2015,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Montenegro,2016,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Montenegro,2017,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Montenegro,2018,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Montenegro,2019,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Montenegro,2020,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Montenegro,2021,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Montenegro,2022,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Montenegro,2023,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),North Macedonia,2012,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),North Macedonia,2013,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),North Macedonia,2014,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),North Macedonia,2015,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),North Macedonia,2016,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),North Macedonia,2017,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),North Macedonia,2018,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),North Macedonia,2019,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),North Macedonia,2020,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),North Macedonia,2021,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),North Macedonia,2022,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),North Macedonia,2023,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Malta,2012,32.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Malta,2013,22.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Malta,2014,32.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Malta,2015,28.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Malta,2016,23.5,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Malta,2017,19.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Malta,2018,11.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Malta,2019,15.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Malta,2020,10.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Malta,2021,15.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Malta,2022,16.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Malta,2023,35.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Netherlands,2012,47.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Netherlands,2013,46.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Netherlands,2014,50.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Netherlands,2015,49.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Netherlands,2016,51.5,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Netherlands,2017,50.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Netherlands,2018,52,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Netherlands,2019,57.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Netherlands,2020,49.2,be,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Netherlands,2021,48.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Netherlands,2022,45.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Netherlands,2023,49.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Norway,2012,38.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Norway,2013,38.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Norway,2014,36.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Norway,2015,37.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Norway,2016,39.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Norway,2017,36.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Norway,2018,36.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Norway,2019,33.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Norway,2020,27.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Norway,2021,28.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Norway,2022,28,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Norway,2023,30.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Poland,2012,22.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Poland,2013,20,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Poland,2014,28.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Poland,2015,31.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Poland,2016,47.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Poland,2017,34.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Poland,2018,35.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Poland,2019,36.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Poland,2020,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Poland,2021,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Poland,2022,46.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Poland,2023,46.3,p,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Portugal,2012,30.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Portugal,2013,35.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Portugal,2014,40,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Portugal,2015,43,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Portugal,2016,41.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Portugal,2017,34.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Portugal,2018,33.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Portugal,2019,35.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Portugal,2020,33.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Portugal,2021,38.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Portugal,2022,37.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Portugal,2023,39.5,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Romania,2012,51.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Romania,2013,51.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Romania,2014,44.5,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Romania,2015,46.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Romania,2016,46.5,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Romania,2017,47.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Romania,2018,43,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Romania,2019,31.1,b,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Romania,2020,30.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Romania,2021,31.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Romania,2022,32.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Romania,2023,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Serbia,2012,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Serbia,2013,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Serbia,2014,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Serbia,2015,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Serbia,2016,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Serbia,2017,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Serbia,2018,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Serbia,2019,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Serbia,2020,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Serbia,2021,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Serbia,2022,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Serbia,2023,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Sweden,2012,34.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Sweden,2013,45.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Sweden,2014,47.5,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Sweden,2015,49,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Sweden,2016,50.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Sweden,2017,48.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Sweden,2018,50,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Sweden,2019,53.2,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Sweden,2020,33.5,b,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Sweden,2021,23.8,be,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Sweden,2022,28.3,be,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Sweden,2023,28.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovenia,2012,64.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovenia,2013,81.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovenia,2014,69.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovenia,2015,63.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovenia,2016,62,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovenia,2017,60.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovenia,2018,48.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovenia,2019,50.3,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovenia,2020,44.6,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovenia,2021,50,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovenia,2022,50.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovenia,2023,51.5,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovakia,2012,57,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovakia,2013,55.1,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovakia,2014,55.9,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovakia,2015,54.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovakia,2016,51.7,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovakia,2017,52.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovakia,2018,51.4,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovakia,2019,52.8,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovakia,2020,56.3,d,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovakia,2021,60.2,d,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovakia,2022,59.6,d,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Slovakia,2023,54.1,dp,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Türkiye,2012,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Türkiye,2013,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Türkiye,2014,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Türkiye,2015,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Türkiye,2016,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Türkiye,2017,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Türkiye,2018,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Türkiye,2019,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Türkiye,2020,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Türkiye,2021,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Türkiye,2022,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),Türkiye,2023,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),United Kingdom,2012,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),United Kingdom,2013,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),United Kingdom,2014,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),United Kingdom,2015,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),United Kingdom,2016,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),United Kingdom,2017,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),United Kingdom,2018,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),United Kingdom,2019,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),United Kingdom,2020,,,
ESTAT:TEN00063(1.0),21/10/25 23:00:00,Annual,Plastic packaging,Rate (2025 target and onwards),United Kingdom,2021,,,
