country_name,year,recycling_rate_filled_glass,recycling_rate_filled_metallic,recycling_rate_filled_packaging,recycling_rate_filled_paper,recycling_rate_filled_plastic,recycling_rate_filled_wooden,recycling_rate_glass,recycling_rate_metallic,recycling_rate_packaging,recycling_rate_paper,recycling_rate_plastic,recycling_rate_wooden,flag_glass,flag_metallic,flag_packaging,flag_paper,flag_plastic,flag_wooden
Poland,2013,43.6,34.5,36.1,50.0,20.0,21.9,43.6,34.5,36.1,50.0,20.0,21.9,,,,,,
Poland,2014,60.2,52.9,55.4,72.8,28.6,48.6,60.2,52.9,55.4,72.8,28.6,48.6,,,,,,
Poland,2015,57.2,62.0,57.6,77.6,31.6,50.5,57.2,62.0,57.6,77.6,31.6,50.5,,,,,,
Poland,2016,59.6,59.4,58.0,73.8,47.3,40.8,59.6,59.4,58.0,73.8,47.3,40.8,,,,,,
Poland,2017,63.0,62.6,56.7,82.2,34.7,32.4,63.0,62.6,56.7,82.2,34.7,32.4,,,,,,
Poland,2018,61.8,75.5,58.7,88.2,35.7,29.1,61.8,75.5,58.7,88.2,35.7,29.1,,,,,,
Poland,2019,69.1,86.2,58.2,82.7,36.4,27.9,69.1,86.2,58.2,82.7,36.4,27.9,,,,,,
Poland,2020,69.3,91.06666666666666,60.13333333333333,86.10000000000001,39.699999999999996,26.0,,,,,,,,,,,,
Poland,2021,69.5,95.93333333333334,62.06666666666667,89.5,43.0,24.099999999999998,,,,,,,,,,,,
Poland,2022,69.7,100.8,64.0,92.9,46.3,22.2,69.7,100.8,64.0,92.9,46.3,22.2,,,,,,
Poland,2023,67.5,83.2,67.4,98.9,46.3,30.7,67.5,83.2,67.4,98.9,46.3,30.7,p,p,p,p,p,p
Portugal,2012,59.6,72.3,56.9,66.1,30.4,69.7,59.6,72.3,56.9,66.1,30.4,69.7,,,,,,
Portugal,2013,55.7,75.7,61.5,73.4,35.3,98.5,55.7,75.7,61.5,73.4,35.3,98.5,,,,,,
Portugal,2014,56.4,58.3,61.0,69.1,40.0,131.5,56.4,58.3,61.0,69.1,40.0,131.5,,,,,,
Portugal,2015,55.2,63.6,57.1,62.2,43.0,86.5,55.2,63.6,57.1,62.2,43.0,86.5,,,,,,
Portugal,2016,58.5,42.9,60.9,70.1,41.8,103.4,58.5,42.9,60.9,70.1,41.8,103.4,,,,,,
Portugal,2017,49.0,43.6,55.3,66.9,34.9,89.9,49.0,43.6,55.3,66.9,34.9,89.9,,,b,,,
Portugal,2018,51.3,42.5,57.9,66.8,33.9,76.5,51.3,42.5,57.9,66.8,33.9,76.5,,,,,,
Portugal,2019,56.1,45.8,62.8,71.0,35.6,91.1,56.1,45.8,62.8,71.0,35.6,91.1,,,,,,
Portugal,2020,52.0,46.3,59.5,66.0,33.9,88.2,52.0,46.3,59.5,66.0,33.9,88.2,,,,,,
Portugal,2021,54.7,54.5,63.1,66.6,38.1,113.4,54.7,54.5,63.1,66.6,38.1,113.4,,,,,,
Portugal,2022,56.9,52.1,61.1,64.4,37.3,79.5,56.9,52.1,61.1,64.4,37.3,79.5,,,,,,
Portugal,2023,55.9,50.2,61.8,62.8,39.5,94.1,55.9,50.2,61.8,62.8,39.5,94.1,,,,,,
Romania,2012,66.3,55.5,56.8,69.8,51.3,41.1,66.3,55.5,56.8,69.8,51.3,41.1,,,,,,
Romania,2013,49.2,52.8,52.8,74.6,51.7,28.9,49.2,52.8,52.8,74.6,51.7,28.9,,,,,,
Romania,2014,54.2,64.2,54.8,83.4,44.5,26.6,54.2,64.2,54.8,83.4,44.5,26.6,,,,,,
Romania,2015,41.1,64.1,55.9,89.3,46.7,28.8,41.1,64.1,55.9,89.3,46.7,28.8,,,,,,
Romania,2016,64.1,62.1,60.4,92.5,46.5,27.6,64.1,62.1,60.4,92.5,46.5,27.6,,,,,,
Romania,2017,63.0,60.4,60.4,90.6,47.6,30.0,63.0,60.4,60.4,90.6,47.6,30.0,,,,,,
Romania,2018,61.1,58.7,57.9,88.9,43.0,28.4,61.1,58.7,57.9,88.9,43.0,28.4,,,,,,
Romania,2019,42.9,49.6,44.6,68.3,31.1,24.8,42.9,49.6,44.6,68.3,31.1,24.8,b,b,b,b,b,b
Romania,2020,42.7,51.1,39.9,63.2,30.1,16.6,42.7,51.1,39.9,63.2,30.1,16.6,,,,,,
Romania,2021,28.0,44.2,38.3,67.9,31.6,15.7,28.0,44.2,38.3,67.9,31.6,15.7,,,,,,
Romania,2022,30.0,42.2,37.3,64.1,32.4,16.1,30.0,42.2,37.3,64.1,32.4,16.1,,,,,,
Romania,2023,30.0,42.2,37.3,64.1,32.4,16.1,,,,,,,,,,,,
Slovakia,2012,69.4,67.8,68.1,84.7,57.0,36.7,69.4,67.8,68.1,84.7,57.0,36.7,,,,,,
Slovakia,2013,72.9,68.9,65.9,79.7,55.1,36.4,72.9,68.9,65.9,79.7,55.1,36.4,,,,,,
Slovakia,2014,67.7,70.8,65.4,79.9,55.9,37.2,67.7,70.8,65.4,79.9,55.9,37.2,,,,,,
Slovakia,2015,66.2,73.5,64.3,76.8,54.4,42.1,66.2,73.5,64.3,76.8,54.4,42.1,,,,,,
Slovakia,2016,62.2,80.4,65.8,78.4,51.7,55.3,62.2,80.4,65.8,78.4,51.7,55.3,,,,,,
Slovakia,2017,68.7,86.1,65.7,74.2,52.4,47.2,68.7,86.1,65.7,74.2,52.4,47.2,,,,,,
Slovakia,2018,68.6,75.4,66.6,76.7,51.4,53.4,68.6,75.4,66.6,76.7,51.4,53.4,,,,,,
Slovakia,2019,69.7,72.4,67.5,77.7,52.8,55.7,69.7,72.4,67.5,77.7,52.8,55.7,,,,,,
Slovakia,2020,74.4,71.1,70.8,79.7,56.3,61.4,74.4,71.1,70.8,79.7,56.3,61.4,d,d,d,d,d,d
Slovakia,2021,81.7,76.5,73.9,82.3,60.2,57.2,81.7,76.5,73.9,82.3,60.2,57.2,d,d,d,d,d,d
Slovakia,2022,79.4,77.1,71.8,78.5,59.6,60.0,79.4,77.1,71.8,78.5,59.6,60.0,d,d,d,d,d,d
Slovakia,2023,77.3,83.3,71.9,81.6,54.1,61.7,77.3,83.3,71.9,81.6,54.1,61.7,dp,dp,dp,dp,dp,dp
Slovenia,2012,87.3,41.6,66.9,78.7,64.8,33.1,87.3,41.6,66.9,78.7,64.8,33.1,,,,,,
Slovenia,2013,85.9,58.4,69.0,78.7,81.7,15.1,85.9,58.4,69.0,78.7,81.7,15.1,,,,,,
Slovenia,2014,99.3,50.8,70.4,80.4,69.4,25.9,99.3,50.8,70.4,80.4,69.4,25.9,,,,,,
Slovenia,2015,98.5,62.8,67.0,75.6,63.4,19.3,98.5,62.8,67.0,75.6,63.4,19.3,,,,,,
Slovenia,2016,100.2,71.2,69.4,76.6,62.0,23.6,100.2,71.2,69.4,76.6,62.0,23.6,,,,,,
Slovenia,2017,98.5,71.1,70.1,76.2,60.4,32.2,98.5,71.1,70.1,76.2,60.4,32.2,,,,,,
Slovenia,2018,104.0,64.3,68.0,81.2,48.8,25.1,104.0,64.3,68.0,81.2,48.8,25.1,,,,,,
Slovenia,2019,99.5,68.2,67.1,80.6,50.3,22.2,99.5,68.2,67.1,80.6,50.3,22.2,,,,,,
Slovenia,2020,98.4,59.2,67.9,82.9,44.6,37.3,98.4,59.2,67.9,82.9,44.6,37.3,e,,,,,
Slovenia,2021,96.4,55.2,55.2,60.4,50.0,19.1,96.4,55.2,55.2,60.4,50.0,19.1,,,,,,
Slovenia,2022,80.2,68.5,62.6,74.3,50.9,27.4,80.2,68.5,62.6,74.3,50.9,27.4,,,,,,
Slovenia,2023,112.0,100.7,73.6,82.2,51.5,40.0,112.0,100.7,73.6,82.2,51.5,40.0,,,,,,
Spain,2012,64.2,78.0,65.5,77.8,35.1,57.9,64.2,78.0,65.5,77.8,35.1,57.9,,,,,,
Spain,2013,67.4,80.9,66.6,75.0,40.7,64.3,67.4,80.9,66.6,75.0,40.7,64.3,,,,,,
Spain,2014,69.7,81.1,68.7,78.2,42.5,64.3,69.7,81.1,68.7,78.2,42.5,64.3,,,,,,
Spain,2015,70.4,79.9,68.4,76.9,44.0,65.5,70.4,79.9,68.4,76.9,44.0,65.5,,,,,,
Spain,2016,71.8,82.6,70.3,79.7,45.5,67.1,71.8,82.6,70.3,79.7,45.5,67.1,,,,,,
Spain,2017,72.2,85.1,68.5,74.6,47.9,67.5,72.2,85.1,68.5,74.6,47.9,67.5,,,,,,
Spain,2018,76.8,84.0,68.8,72.5,50.7,67.0,76.8,84.0,68.8,72.5,50.7,67.0,,,,,,
Spain,2019,79.8,84.0,69.6,72.9,51.5,66.9,79.8,84.0,69.6,72.9,51.5,66.9,,,,,,be
Spain,2020,66.7,78.6,68.3,71.0,41.3,88.0,66.7,78.6,68.3,71.0,41.3,88.0,b,,,,b,b
Spain,2021,65.8,79.6,66.4,78.0,44.1,65.1,65.8,79.6,66.4,78.0,44.1,65.1,,,,b,,b
Spain,2022,67.7,79.9,69.1,78.1,41.2,80.1,67.7,79.9,69.1,78.1,41.2,80.1,,,,,,
Spain,2023,69.8,76.5,70.5,79.2,46.2,77.8,69.8,76.5,70.5,79.2,46.2,77.8,,,,,,
Sweden,2012,88.2,74.4,69.6,76.8,34.9,79.8,88.2,74.4,69.6,76.8,34.9,79.8,,,,,,
Sweden,2013,89.0,77.4,71.9,78.4,45.6,59.9,89.0,77.4,71.9,78.4,45.6,59.9,,,,,,
Sweden,2014,94.7,76.5,70.5,79.3,47.5,22.3,94.7,76.5,70.5,79.3,47.5,22.3,,,,,,
Sweden,2015,93.6,77.7,71.8,81.7,49.0,21.5,93.6,77.7,71.8,81.7,49.0,21.5,,,,,,
Sweden,2016,92.8,81.5,68.2,81.8,50.7,30.9,92.8,81.5,68.2,81.8,50.7,30.9,,,,,,b
Sweden,2017,93.0,84.5,71.7,81.8,48.4,50.4,93.0,84.5,71.7,81.8,48.4,50.4,,,,,,b
Sweden,2018,92.7,82.8,65.0,77.2,50.0,34.6,92.7,82.8,65.0,77.2,50.0,34.6,,,,,,b
Sweden,2019,93.1,81.0,63.6,75.0,53.2,29.8,93.1,81.0,63.6,75.0,53.2,29.8,,,,,,
Sweden,2020,93.5,83.7,60.9,78.0,33.5,10.8,93.5,83.7,60.9,78.0,33.5,10.8,,,,b,b,b
Sweden,2021,82.8,83.9,59.6,84.8,23.8,28.2,82.8,83.9,59.6,84.8,23.8,28.2,b,b,,b,be,e
Sweden,2022,85.6,81.9,66.3,77.5,28.3,71.6,85.6,81.9,66.3,77.5,28.3,71.6,,,,,be,e
Sweden,2023,84.7,86.4,68.5,80.9,28.6,94.8,84.7,86.4,68.5,80.9,28.6,94.8,,,,,,e
